CODE	UZ	RU	EN
14160060	Dukchiyon MFY	Dukchiyon MFY	Dukchiyon MFY
14160067	Zargartepo MFY	Zargartepo MFY	Zargartepo MFY
14160098	Lolazor MFY	Lolazor MFY	Lolazor MFY
14160013	Anhor MFY	Anhor MFY	Anhor MFY
14160081	Kamoliddin Behzod MFY	Kamoliddin Behzod MFY	Kamoliddin Behzod MFY
14160091	Ko'ksaroy MFY	Ko'ksaroy MFY	Ko'ksaroy MFY
14160089	Quyi Xoʻjasoat MFY	Quyi Xoʻjasoat MFY	Quyi Xoʻjasoat MFY
14160105	Masjidi Qo'ng'iroqdor MFY	Masjidi Qo'ng'iroqdor MFY	Masjidi Qo'ng'iroqdor MFY
14160114	Mir Said Baraka MFY	Mir Said Baraka MFY	Mir Said Baraka MFY
14160116	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY
14160100	Madadkor MFY	Madadkor MFY	Madadkor MFY
14160113	Mingtut MFY	Mingtut MFY	Mingtut MFY
14160121	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
14160122	Navbahor MFY	Navbahor MFY	Navbahor MFY
14160123	Navbogchiyon MFY	Navbogchiyon MFY	Navbogchiyon MFY
14160132	Nurobod MFY	Nurobod MFY	Nurobod MFY
14160139	Panjob MFY	Panjob MFY	Panjob MFY
14160151	Sattepo MFY	Sattepo MFY	Sattepo MFY
14160156	Siyobcha MFY	Siyobcha MFY	Siyobcha MFY
14160160	Tadbirkorlar MFY	Tadbirkorlar MFY	Tadbirkorlar MFY
14160170	Oʻzbekiston MFY	Oʻzbekiston MFY	Oʻzbekiston MFY
14160173	Oʻrta Xoʻja Soat MFY	Oʻrta Xoʻja Soat MFY	Oʻrta Xoʻja Soat MFY
14160064	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
14160124	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
14160198	Chilquduq MFY	Chilquduq MFY	Chilquduq MFY
14160014	Afrosiyob MFY	Afrosiyob MFY	Afrosiyob MFY
14160025	Birdamlik MFY	Birdamlik MFY	Birdamlik MFY
14160029	Bogʻi Mirzo MFY	Bogʻi Mirzo MFY	Bogʻi Mirzo MFY
14160030	Bogʻi Safed MFY	Bogʻi Safed MFY	Bogʻi Safed MFY
14160032	Bogʻi Firuza MFY	Bogʻi Firuza MFY	Bogʻi Firuza MFY
14160033	Bogʻibaland MFY	Bogʻibaland MFY	Bogʻibaland MFY
14160034	Bogʻimaydon MFY	Bogʻimaydon MFY	Bogʻimaydon MFY
14160048	Gʻiyosiddin Jamshid MFY	Gʻiyosiddin Jamshid MFY	Gʻiyosiddin Jamshid MFY
14160045	Galaosiyo MFY	Galaosiyo MFY	Galaosiyo MFY
14160046	Gʻafur Gʻulom MFY	Gʻafur Gʻulom MFY	Gʻafur Gʻulom MFY
14160097	Koʻl MFY	Koʻl MFY	Koʻl MFY
14160153	Saʼdiy Sheroziy MFY	Saʼdiy Sheroziy MFY	Saʼdiy Sheroziy MFY
14160146	Said MFY	Said MFY	Said MFY
14160184	Hofiz Sheroziy MFY	Hofiz Sheroziy MFY	Hofiz Sheroziy MFY
14160191	Xo'jasoat MFY	Xo'jasoat MFY	Xo'jasoat MFY
14160213	Yangiqo'rg'on MFY	Yangiqo'rg'on MFY	Yangiqo'rg'on MFY
14160047	Geologlar MFY	Geologlar MFY	Geologlar MFY
14160053	Goʻri Amir MFY	Goʻri Amir MFY	Goʻri Amir MFY
14160057	Dari Zanjir MFY	Dari Zanjir MFY	Dari Zanjir MFY
14160058	Dahbediy MFY	Dahbediy MFY	Dahbediy MFY
14160062	Yominiy MFY	Yominiy MFY	Yominiy MFY
14160065	Joʻyichuqur MFY	Joʻyichuqur MFY	Joʻyichuqur MFY
14160066	Zarafshon MFY	Zarafshon MFY	Zarafshon MFY
14160070	Zominiy MFY	Zominiy MFY	Zominiy MFY
14160072	Ibn Sino MFY	Ibn Sino MFY	Ibn Sino MFY
14160073	Ibroxim Xoʻja MFY	Ibroxim Xoʻja MFY	Ibroxim Xoʻja MFY
14160076	Imom Vose MFY	Imom Vose MFY	Imom Vose MFY
14160078	Istiqbol MFY	Istiqbol MFY	Istiqbol MFY
14160080	Kavola MFY	Kavola MFY	Kavola MFY
14160090	Koʻkmaschid MFY	Koʻkmaschid MFY	Koʻkmaschid MFY
14160092	Kulollar MFY	Kulollar MFY	Kulollar MFY
14160088	Qir MFY	Qir MFY	Qir MFY
14160094	Qoʻsh Hovuz MFY	Qoʻsh Hovuz MFY	Qoʻsh Hovuz MFY
14160095	Qushbaqqoli MFY	Qushbaqqoli MFY	Qushbaqqoli MFY
14160096	Qoʻshchinor MFY	Qoʻshchinor MFY	Qoʻshchinor MFY
14160103	Maroqand MFY	Maroqand MFY	Maroqand MFY
14160118	Muborak MFY	Muborak MFY	Muborak MFY
14160119	Muliyon MFY	Muliyon MFY	Muliyon MFY
14160120	Muliyoni Poyon MFY	Muliyoni Poyon MFY	Muliyoni Poyon MFY
14160126	Namozgoh MFY	Namozgoh MFY	Namozgoh MFY
14160133	Obi Raxmat MFY	Obi Raxmat MFY	Obi Raxmat MFY
14160135	Ogahiy MFY	Ogahiy MFY	Ogahiy MFY
14160140	Rasadxona MFY	Rasadxona MFY	Rasadxona MFY
14160142	Registon MFY	Registon MFY	Registon MFY
14160145	Sadriddin Ayniy MFY	Sadriddin Ayniy MFY	Sadriddin Ayniy MFY
14160148	Sayxun MFY	Sayxun MFY	Sayxun MFY
14160149	Sarbadorlar MFY	Sarbadorlar MFY	Sarbadorlar MFY
14160150	Sarbon MFY	Sarbon MFY	Sarbon MFY
14160158	Soʻzangaron MFY	Soʻzangaron MFY	Soʻzangaron MFY
14160159	Soʻfi Roziq MFY	Soʻfi Roziq MFY	Soʻfi Roziq MFY
14160166	Toshkent MFY	Toshkent MFY	Toshkent MFY
14160171	Urguti MFY	Urguti MFY	Urguti MFY
14160054	Davlatshoh Samarqandiy MFY	Davlatshoh Samarqandiy MFY	Davlatshoh Samarqandiy MFY
14160176	Fidoyilar MFY	Fidoyilar MFY	Fidoyilar MFY
14160177	Furqat MFY	Furqat MFY	Furqat MFY
14160186	Xoʻja Axror Vali MFY	Xoʻja Axror Vali MFY	Xoʻja Axror Vali MFY
14160185	Xoʻja Abdu Darun MFY	Xoʻja Abdu Darun MFY	Xoʻja Abdu Darun MFY
14160188	Xoʻja Doniyor maʼul kotibi MFY	Xoʻja Doniyor maʼul kotibi MFY	Xoʻja Doniyor maʼul kotibi MFY
14160189	Xoʻja Zudmurod MFY	Xoʻja Zudmurod MFY	Xoʻja Zudmurod MFY
14160183	Hilol MFY	Hilol MFY	Hilol MFY
14160197	Chashma MFY	Chashma MFY	Chashma MFY
14160199	Chilstun MFY	Chilstun MFY	Chilstun MFY
14160202	Sharq MFY	Sharq MFY	Sharq MFY
14160203	Sharq Tongi MFY	Sharq Tongi MFY	Sharq Tongi MFY
14160204	Shahriobod MFY	Shahriobod MFY	Shahriobod MFY
14160209	Eski Qalandarxona MFY	Eski Qalandarxona MFY	Eski Qalandarxona MFY
14160211	Yuksalish MFY	Yuksalish MFY	Yuksalish MFY
14160041	Bunyod MFY	Bunyod MFY	Bunyod MFY
14160201	Choʻponota MFY	Choʻponota MFY	Choʻponota MFY
14160205	Shirin MFY	Shirin MFY	Shirin MFY
14160196	Charimgari MFY	Charimgari MFY	Charimgari MFY
14160008	Al-Xorazmiy MFY	Al-Xorazmiy MFY	Al-Xorazmiy MFY
14160012	Amir Temur MFY	Amir Temur MFY	Amir Temur MFY
14160021	Beklar MFY	Beklar MFY	Beklar MFY
14160024	Beshchinor MFY	Beshchinor MFY	Beshchinor MFY
14160035	Bogʻisaroy MFY	Bogʻisaroy MFY	Bogʻisaroy MFY
14160038	Bogʻishamol MFY	Bogʻishamol MFY	Bogʻishamol MFY
14160039	Bogʻishifo MFY	Bogʻishifo MFY	Bogʻishifo MFY
14160044	Vatanparvar MFY	Vatanparvar MFY	Vatanparvar MFY
14160061	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
14160071	Zulfiya MFY	Zulfiya MFY	Zulfiya MFY
14160074	Ilgʻor MFY	Ilgʻor MFY	Ilgʻor MFY
14160075	Ilmobod MFY	Ilmobod MFY	Ilmobod MFY
14160079	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
14160082	Kamolot MFY	Kamolot MFY	Kamolot MFY
14160019	Bahor MFY	Bahor MFY	Bahor MFY
14160180	Xalifa Ibrohim MFY	Xalifa Ibrohim MFY	Xalifa Ibrohim MFY
14160215	Yangi Xayrobod MFY	Yangi Xayrobod MFY	Yangi Xayrobod MFY
14160086	Kattaqoʻrgʻon MFY	Kattaqoʻrgʻon MFY	Kattaqoʻrgʻon MFY
14160084	Qarshi yuli MFY	Qarshi yuli MFY	Qarshi yuli MFY
14160115	Mirzo Bedil MFY	Mirzo Bedil MFY	Mirzo Bedil MFY
14160108	Mashʼal MFY	Mashʼal MFY	Mashʼal MFY
14160112	Mehriobod MFY	Mehriobod MFY	Mehriobod MFY
14160125	Nayman MFY	Nayman MFY	Nayman MFY
14160127	Nafosat MFY	Nafosat MFY	Nafosat MFY
14160128	Nodirabegim MFY	Nodirabegim MFY	Nodirabegim MFY
14160144	Sadaf MFY	Sadaf MFY	Sadaf MFY
14160152	Saxovat MFY	Saxovat MFY	Saxovat MFY
14160155	Semurgʻ MFY	Semurgʻ MFY	Semurgʻ MFY
14160157	Sugʻdiyona MFY	Sugʻdiyona MFY	Sugʻdiyona MFY
14160162	Terakzor MFY	Terakzor MFY	Terakzor MFY
14160163	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
14160165	Tokzor MFY	Tokzor MFY	Tokzor MFY
14160169	Uvaysiy MFY	Uvaysiy MFY	Uvaysiy MFY
14160172	Oʻrikzor MFY	Oʻrikzor MFY	Oʻrikzor MFY
14160175	Farogʻat MFY	Farogʻat MFY	Farogʻat MFY
14160179	Xazora MFY	Xazora MFY	Xazora MFY
14160194	Hunarmandlar MFY	Hunarmandlar MFY	Hunarmandlar MFY
14160207	Shodlik MFY	Shodlik MFY	Shodlik MFY
14160212	Yulduz MFY	Yulduz MFY	Yulduz MFY
14160056	Dargʻom MFY	Dargʻom MFY	Dargʻom MFY
14160101	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
14160129	Nurafshon MFY	Nurafshon MFY	Nurafshon MFY
14160131	Nurli kelajak MFY	Nurli kelajak MFY	Nurli kelajak MFY
14160200	Chorbogʻ MFY	Chorbogʻ MFY	Chorbogʻ MFY
14160208	Shukrona MFY	Shukrona MFY	Shukrona MFY
14160001	Abdulla Avloniy MFY	Abdulla Avloniy MFY	Abdulla Avloniy MFY
14160026	Birlik MFY	Birlik MFY	Birlik MFY
14160037	Bogʻichinor MFY	Bogʻichinor MFY	Bogʻichinor MFY
14160174	Farovonlik MFY	Farovonlik MFY	Farovonlik MFY
14160192	Xoʻja Yusuf MFY	Xoʻja Yusuf MFY	Xoʻja Yusuf MFY
14160052	Gulobod MFY	Gulobod MFY	Gulobod MFY
14160093	Qoʻrgʻoncha MFY	Qoʻrgʻoncha MFY	Qoʻrgʻoncha MFY
14160085	Kattaariq MFY	Kattaariq MFY	Kattaariq MFY
14160164	Tojmahal MFY	Tojmahal MFY	Tojmahal MFY
14160109	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
14160117	Motrid MFY	Motrid MFY	Motrid MFY
14160136	Oqsaroy MFY	Oqsaroy MFY	Oqsaroy MFY
14160193	Xumo MFY	Xumo MFY	Xumo MFY
14160004	Adolat MFY	Adolat MFY	Adolat MFY
14160009	Ali Qushchi MFY	Ali Qushchi MFY	Ali Qushchi MFY
14160017	Baraka MFY	Baraka MFY	Baraka MFY
14160023	Beruniy MFY	Beruniy MFY	Beruniy MFY
14160027	Bogʻbonlar MFY	Bogʻbonlar MFY	Bogʻbonlar MFY
14160028	Bogʻdod MFY	Bogʻdod MFY	Bogʻdod MFY
14160036	Bogʻiston MFY	Bogʻiston MFY	Bogʻiston MFY
14160051	Gullar bogʻi MFY	Gullar bogʻi MFY	Gullar bogʻi MFY
14160063	Yoshlar MFY	Yoshlar MFY	Yoshlar MFY
14160068	Ziyokorlar MFY	Ziyokorlar MFY	Ziyokorlar MFY
14160069	Ziyolilar MFY	Ziyolilar MFY	Ziyolilar MFY
14160077	Ipak yoʻli MFY	Ipak yoʻli MFY	Ipak yoʻli MFY
14160102	Maysazor MFY	Maysazor MFY	Maysazor MFY
14160106	Matonat MFY	Matonat MFY	Matonat MFY
14160110	Mevazor MFY	Mevazor MFY	Mevazor MFY
14160111	Mehnat MFY	Mehnat MFY	Mehnat MFY
14160130	Nurli yoʻl MFY	Nurli yoʻl MFY	Nurli yoʻl MFY
14160137	Oltin Asr MFY	Oltin Asr MFY	Oltin Asr MFY
14160138	Orzu MFY	Orzu MFY	Orzu MFY
14160141	Raxmatobod MFY	Raxmatobod MFY	Raxmatobod MFY
14160143	Rudakiy MFY	Rudakiy MFY	Rudakiy MFY
14160147	Sayqal MFY	Sayqal MFY	Sayqal MFY
14160154	Sevali MFY	Sevali MFY	Sevali MFY
14160161	Temiryoʻlchilar MFY	Temiryoʻlchilar MFY	Temiryoʻlchilar MFY
14160167	Turon MFY	Turon MFY	Turon MFY
14160168	Tutzor MFY	Tutzor MFY	Tutzor MFY
14160178	Hayotobod MFY	Hayotobod MFY	Hayotobod MFY
14160134	Obod Maskan MFY	Obod Maskan MFY	Obod Maskan MFY
14160018	Bahodir Yalangtoʻsh MFY	Bahodir Yalangtoʻsh MFY	Bahodir Yalangtoʻsh MFY
14160083	Qorasuv MFY	Qorasuv MFY	Qorasuv MFY
14160206	Shodiyono MFY	Shodiyono MFY	Shodiyono MFY
14160020	Baxtlihayot MFY	Baxtlihayot MFY	Baxtlihayot MFY
14160107	Maqsud Shayxzoda MFY	Maqsud Shayxzoda MFY	Maqsud Shayxzoda MFY
14160187	Xoʻja G'unjoyish MFY	Xoʻja G'unjoyish MFY	Xoʻja G'unjoyish MFY
14160005	Azizon MFY	Azizon MFY	Azizon MFY
14120019	Qavchinonibolo MFY	Qavchinonibolo MFY	Qavchinonibolo MFY
14120052	Tolibarzuipoyon MFY	Tolibarzuipoyon MFY	Tolibarzuipoyon MFY
14120051	Tolibarzuibolo MFY	Tolibarzuibolo MFY	Tolibarzuibolo MFY
14120005	Boʻzi MFY	Boʻzi MFY	Boʻzi MFY
14120007	Gulbogʻ MFY	Gulbogʻ MFY	Gulbogʻ MFY
14120029	Koʻsaho MFY	Koʻsaho MFY	Koʻsaho MFY
14120035	Mironqul MFY	Mironqul MFY	Mironqul MFY
14120044	Parrandachilik MFY	Parrandachilik MFY	Parrandachilik MFY
14120043	Ohaliq MFY	Ohaliq MFY	Ohaliq MFY
14120050	Sulfakabutak MFY	Sulfakabutak MFY	Sulfakabutak MFY
14120056	Oʻrtashiq MFY	Oʻrtashiq MFY	Oʻrtashiq MFY
14120061	Xoʻja Ahrori Valiy MFY	Xoʻja Ahrori Valiy MFY	Xoʻja Ahrori Valiy MFY
14120033	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY
14120063	Chorshanbe MFY	Chorshanbe MFY	Chorshanbe MFY
14120071	Yangiariq MFY	Yangiariq MFY	Yangiariq MFY
14120072	Yangijoy MFY	Yangijoy MFY	Yangijoy MFY
14120057	O'rta Ohalik MFY	O'rta Ohalik MFY	O'rta Ohalik MFY
14120002	Andijoniy MFY	Andijoniy MFY	Andijoniy MFY
14120058	Haymaribolo MFY	Haymaribolo MFY	Haymaribolo MFY
14120059	Haymaripoyon MFY	Haymaripoyon MFY	Haymaripoyon MFY
14120004	Badal MFY	Badal MFY	Badal MFY
14120011	Diyor MFY	Diyor MFY	Diyor MFY
14120015	Joʻyi Abbos MFY	Joʻyi Abbos MFY	Joʻyi Abbos MFY
14120014	Joʻyi soy MFY	Joʻyi soy MFY	Joʻyi soy MFY
14120023	Konigil MFY	Konigil MFY	Konigil MFY
14120027	Koʻlba MFY	Koʻlba MFY	Koʻlba MFY
14120021	Qoziariq MFY	Qoziariq MFY	Qoziariq MFY
14120022	Qoziqoʻrgʻon MFY	Qoziqoʻrgʻon MFY	Qoziqoʻrgʻon MFY
14120032	Qoʻshtamgʻali MFY	Qoʻshtamgʻali MFY	Qoʻshtamgʻali MFY
14120037	Navobod MFY	Navobod MFY	Navobod MFY
14120038	Nayzatepa MFY	Nayzatepa MFY	Nayzatepa MFY
14120045	Pulimugʻob MFY	Pulimugʻob MFY	Pulimugʻob MFY
14120046	Ravonak MFY	Ravonak MFY	Ravonak MFY
14120047	Rajabamin MFY	Rajabamin MFY	Rajabamin MFY
14120062	Chaman MFY	Chaman MFY	Chaman MFY
14120064	Chumchuqli MFY	Chumchuqli MFY	Chumchuqli MFY
14120068	Shoʻrboi MFY	Shoʻrboi MFY	Shoʻrboi MFY
14120067	Shoʻrboicha MFY	Shoʻrboicha MFY	Shoʻrboicha MFY
14120006	Buxoriy MFY	Buxoriy MFY	Buxoriy MFY
14120012	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
14120016	Zaxlik MFY	Zaxlik MFY	Zaxlik MFY
14120017	Ipakchi MFY	Ipakchi MFY	Ipakchi MFY
14120024	Qorasuv MFY	Qorasuv MFY	Qorasuv MFY
14120060	Xishrov MFY	Xishrov MFY	Xishrov MFY
14120020	Qaynama MFY	Qaynama MFY	Qaynama MFY
14120025	Quyi Turkman MFY	Quyi Turkman MFY	Quyi Turkman MFY
14120026	Quyi Chordara MFY	Quyi Chordara MFY	Quyi Chordara MFY
14120040	Nurafshon MFY	Nurafshon MFY	Nurafshon MFY
14120034	Mirishkor MFY	Mirishkor MFY	Mirishkor MFY
14120036	Navbogʻ MFY	Navbogʻ MFY	Navbogʻ MFY
14120053	Oʻzbekkenti MFY	Oʻzbekkenti MFY	Oʻzbekkenti MFY
14120054	Urganji MFY	Urganji MFY	Urganji MFY
14120003	Arabxona MFY	Arabxona MFY	Arabxona MFY
14120055	Oʻrta Turkman MFY	Oʻrta Turkman MFY	Oʻrta Turkman MFY
14120049	Saxovat MFY	Saxovat MFY	Saxovat MFY
14120069	Yuqori Turkman MFY	Yuqori Turkman MFY	Yuqori Turkman MFY
14120039	Yuqori Qaynama MFY	Yuqori Qaynama MFY	Yuqori Qaynama MFY
14120070	Yuqori Chordara MFY	Yuqori Chordara MFY	Yuqori Chordara MFY
14120073	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
14120074	Yangiravot MFY	Yangiravot MFY	Yangiravot MFY
14120001	Angaralmos MFY	Angaralmos MFY	Angaralmos MFY
14120008	Gulobod MFY	Gulobod MFY	Gulobod MFY
14120009	Dashtiobod MFY	Dashtiobod MFY	Dashtiobod MFY
14120010	Dexnav MFY	Dexnav MFY	Dexnav MFY
14120013	Jarqishloq MFY	Jarqishloq MFY	Jarqishloq MFY
14120018	Qavchinon MFY	Qavchinon MFY	Qavchinon MFY
14120028	Qumzor MFY	Qumzor MFY	Qumzor MFY
14120030	Qoʻshkoʻprik MFY	Qoʻshkoʻprik MFY	Qoʻshkoʻprik MFY
14120066	Shirinobod MFY	Shirinobod MFY	Shirinobod MFY
14120041	Obod MFY	Obod MFY	Obod MFY
14120042	Oqmachit MFY	Oqmachit MFY	Oqmachit MFY
14120048	Rustam MFY	Rustam MFY	Rustam MFY
14120065	Shalgʻamon MFY	Shalgʻamon MFY	Shalgʻamon MFY
14120031	Qoʻshmachit MFY	Qoʻshmachit MFY	Qoʻshmachit MFY
14130016	Ilmobod MFY	Ilmobod MFY	Ilmobod MFY
14130026	Baxshitepa MFY	Baxshitepa MFY	Baxshitepa MFY
14130039	Oʻray Elipok MFY	Oʻray Elipok MFY	Oʻray Elipok MFY
14130004	Bogʻizogʻon MFY	Bogʻizogʻon MFY	Bogʻizogʻon MFY
14130008	Galabotir MFY	Galabotir MFY	Galabotir MFY
14130009	Gʻoʻlba MFY	Gʻoʻlba MFY	Gʻoʻlba MFY
14130012	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
14130015	Zarafshon MFY	Zarafshon MFY	Zarafshon MFY
14130027	Nuroniy MFY	Nuroniy MFY	Nuroniy MFY
14130028	Olmazor MFY	Olmazor MFY	Olmazor MFY
14130034	Taraqqiyot MFY	Taraqqiyot MFY	Taraqqiyot MFY
14130036	Oʻzbekiston MFY	Oʻzbekiston MFY	Oʻzbekiston MFY
14130044	Xoʻjayuz MFY	Xoʻjayuz MFY	Xoʻjayuz MFY
14130046	Chorbogʻtepa MFY	Chorbogʻtepa MFY	Chorbogʻtepa MFY
14130002	Beklar MFY	Beklar MFY	Beklar MFY
14130003	Birlik MFY	Birlik MFY	Birlik MFY
14130005	Bogʻichinor MFY	Bogʻichinor MFY	Bogʻichinor MFY
14130007	Vorsin MFY	Vorsin MFY	Vorsin MFY
14130018	Qoʻrgʻoncha MFY	Qoʻrgʻoncha MFY	Qoʻrgʻoncha MFY
14130019	Qoʻshchinor MFY	Qoʻshchinor MFY	Qoʻshchinor MFY
14130020	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
14130049	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
14130021	Muborak MFY	Muborak MFY	Muborak MFY
14130022	Navbahor MFY	Navbahor MFY	Navbahor MFY
14130042	Xonchorbogʻ MFY	Xonchorbogʻ MFY	Xonchorbogʻ MFY
14130045	Charogʻbon MFY	Charogʻbon MFY	Charogʻbon MFY
14130001	Adas MFY	Adas MFY	Adas MFY
14130013	Jalolobod MFY	Jalolobod MFY	Jalolobod MFY
14130014	Jumabozor MFY	Jumabozor MFY	Jumabozor MFY
14130023	Navzandak MFY	Navzandak MFY	Navzandak MFY
14130030	Saribozor MFY	Saribozor MFY	Saribozor MFY
14130031	Sariosiyo MFY	Sariosiyo MFY	Sariosiyo MFY
14130033	Talliota MFY	Talliota MFY	Talliota MFY
14130035	Tepaqishloq MFY	Tepaqishloq MFY	Tepaqishloq MFY
14130040	Oʻrtaqishloq MFY	Oʻrtaqishloq MFY	Oʻrtaqishloq MFY
14130041	Fayziobod MFY	Fayziobod MFY	Fayziobod MFY
14130043	Xoʻjaqishloq MFY	Xoʻjaqishloq MFY	Xoʻjaqishloq MFY
14130047	Shopoʻlot MFY	Shopoʻlot MFY	Shopoʻlot MFY
14130050	Yastepa MFY	Yastepa MFY	Yastepa MFY
14130006	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
14130010	Gulobod MFY	Gulobod MFY	Gulobod MFY
14130011	Davlatobod MFY	Davlatobod MFY	Davlatobod MFY
14130017	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
14130024	Nayman MFY	Nayman MFY	Nayman MFY
14130025	Nurafshon MFY	Nurafshon MFY	Nurafshon MFY
14130029	Ravot MFY	Ravot MFY	Ravot MFY
14130032	Sochak MFY	Sochak MFY	Sochak MFY
14130037	Uzunqishloq MFY	Uzunqishloq MFY	Uzunqishloq MFY
14130038	Ukrach MFY	Ukrach MFY	Ukrach MFY
14130048	Eskijuma MFY	Eskijuma MFY	Eskijuma MFY
14140043	Mingtepa MFY	Mingtepa MFY	Mingtepa MFY
14140094	Xoʻjaguzar MFY	Xoʻjaguzar MFY	Xoʻjaguzar MFY
14140023	Yettiuylik MFY	Yettiuylik MFY	Yettiuylik MFY
14140077	Soygʻoʻs MFY	Soygʻoʻs MFY	Soygʻoʻs MFY
14140047	Quyiguzar MFY	Quyiguzar MFY	Quyiguzar MFY
14140090	Oʻramas MFY	Oʻramas MFY	Oʻramas MFY
14140001	Algar MFY	Algar MFY	Algar MFY
14140109	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
14140006	Beshkapa MFY	Beshkapa MFY	Beshkapa MFY
14140104	Yuqori Beshkapa MFY	Yuqori Beshkapa MFY	Yuqori Beshkapa MFY
14140008	Birlik MFY	Birlik MFY	Birlik MFY
14140016	Gʻishmachit MFY	Gʻishmachit MFY	Gʻishmachit MFY
14140017	Gʻoyibota MFY	Gʻoyibota MFY	Gʻoyibota MFY
14140019	Gulobod MFY	Gulobod MFY	Gulobod MFY
14140031	Ipakli MFY	Ipakli MFY	Ipakli MFY
14140121	Xalqobod MFY	Xalqobod MFY	Xalqobod MFY
14140036	Kamangaron MFY	Kamangaron MFY	Kamangaron MFY
14140039	Katta Kamangaron MFY	Katta Kamangaron MFY	Katta Kamangaron MFY
14140048	Quyi Kamangaron MFY	Quyi Kamangaron MFY	Quyi Kamangaron MFY
14140093	Xoʻja Axror Valiy MFY	Xoʻja Axror Valiy MFY	Xoʻja Axror Valiy MFY
14140046	Quyi Algar MFY	Quyi Algar MFY	Quyi Algar MFY
14140063	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
14140050	Quyi Tegana MFY	Quyi Tegana MFY	Quyi Tegana MFY
14140035	Qayroqli MFY	Qayroqli MFY	Qayroqli MFY
14140111	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
14140056	Mangitobod MFY	Mangitobod MFY	Mangitobod MFY
14140059	Mirzaqishloq MFY	Mirzaqishloq MFY	Mirzaqishloq MFY
14140068	Oqmachit MFY	Oqmachit MFY	Oqmachit MFY
14140071	Pochvon MFY	Pochvon MFY	Pochvon MFY
14140073	Sanchiqul MFY	Sanchiqul MFY	Sanchiqul MFY
14140091	Oʻroqboyjar MFY	Oʻroqboyjar MFY	Oʻroqboyjar MFY
14140051	Quyi Oʻroqboyjar MFY	Quyi Oʻroqboyjar MFY	Quyi Oʻroqboyjar MFY
14140095	Xoʻjabaland MFY	Xoʻjabaland MFY	Xoʻjabaland MFY
14140105	Yuqori Qayroqli MFY	Yuqori Qayroqli MFY	Yuqori Qayroqli MFY
14140108	Yuqori Tegana MFY	Yuqori Tegana MFY	Yuqori Tegana MFY
14140004	Bekravot MFY	Bekravot MFY	Bekravot MFY
14140103	Etak Beshkapa MFY	Etak Beshkapa MFY	Etak Beshkapa MFY
14140007	Beshkon MFY	Beshkon MFY	Beshkon MFY
14140011	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
14140119	Beshbuloq MFY	Beshbuloq MFY	Beshbuloq MFY
14140012	Vagʻashti MFY	Vagʻashti MFY	Vagʻashti MFY
14140112	Oʻrta Vagʻashti MFY	Oʻrta Vagʻashti MFY	Oʻrta Vagʻashti MFY
14140115	Yangi Vagʻashti MFY	Yangi Vagʻashti MFY	Yangi Vagʻashti MFY
14140021	Dehqonobod MFY	Dehqonobod MFY	Dehqonobod MFY
14140027	Jozmon MFY	Jozmon MFY	Jozmon MFY
14140028	Joʻraptepa MFY	Joʻraptepa MFY	Joʻraptepa MFY
14140034	Qaynarbuloq MFY	Qaynarbuloq MFY	Qaynarbuloq MFY
14140044	Qorabuloq MFY	Qorabuloq MFY	Qorabuloq MFY
14140041	Kenagas MFY	Kenagas MFY	Kenagas MFY
14140030	Ipak yoʻli MFY	Ipak yoʻli MFY	Ipak yoʻli MFY
14140045	Qoratepa MFY	Qoratepa MFY	Qoratepa MFY
14140088	Uzunsoy MFY	Uzunsoy MFY	Uzunsoy MFY
14140057	Mergancha MFY	Mergancha MFY	Mergancha MFY
14140066	Nisbot MFY	Nisbot MFY	Nisbot MFY
14140069	Omonqoʻtan MFY	Omonqoʻtan MFY	Omonqoʻtan MFY
14140107	Yuqori Sanchiqul MFY	Yuqori Sanchiqul MFY	Yuqori Sanchiqul MFY
14140074	Sariqtepa MFY	Sariqtepa MFY	Sariqtepa MFY
14140075	Sovgʻon MFY	Sovgʻon MFY	Sovgʻon MFY
14140080	Taroqli MFY	Taroqli MFY	Taroqli MFY
14140082	Tersak MFY	Tersak MFY	Tersak MFY
